pineapple,1000,ананас
banana,300,банан
melon,100,дыня
raisin,1400,изюм
figs,2000,инжир
cranberry,0,клюква
red_plum,0,красная слива
dried_apricots,0,курага
mango,1000,манго
dried_orange,0,сушёный апельсин
date_fruit_brown,0,финик коричневый
date_fruit_black,0,финик чёрный
prunes,0,чернослив
